Start,Finish,Label
1224.46,1224.78,r
1225.19,1225.65,r
1226.21,1226.43,r
1226.71,1227.32,r
1227.58,1228.12,r
1228.60,1228.90,r
1229.42,1229.72,r
1230.25,1230.54,r
1231.03,1231.33,r
1231.74,1232.04,r
1232.49,1232.81,r
1233.31,1233.58,r
1234.03,1234.31,r
1234.80,1235.08,r
1241.67,1242.09,r
1242.48,1243.29,r
1243.74,1243.97,r
1244.50,1244.74,r
1245.42,1245.68,r
1246.25,1246.50,r
1247.21,1247.48,r
1247.97,1248.25,r
1248.71,1248.94,r
1249.42,1249.71,r
1250.29,1250.52,r
1251.03,1251.29,r
1251.77,1252.05,r
1252.59,1252.85,r
1253.35,1253.59,r
1254.08,1254.38,r
1254.87,1255.09,r
1255.59,1255.86,r
1256.35,1256.65,r
1257.17,1257.43,r
1257.93,1258.19,r
1258.69,1258.99,r
1259.52,1259.72,r
1260.31,1260.49,r
1261.10,1261.30,r
1261.85,1262.06,r
1262.30,1262.84,r
1263.38,1263.89,r
1263.89,1264.55,r
1264.94,1265.18,r
1265.68,1266.23,r
1266.49,1266.73,r
1267.08,1267.86,r
1268.10,1268.33,r
1268.79,1269.20,r
1269.53,1269.93,r
1270.31,1270.53,r
1271.07,1271.30,r
1271.86,1272.11,r
1272.67,1273.13,r
1273.20,1273.92,r
1274.26,1274.49,r
1274.95,1275.22,r
1275.75,1276.08,r
1276.46,1276.70,r
1277.32,1277.75,r
1278.07,1278.46,r
1278.46,1279.02,r
1279.61,1279.87,r
1280.29,1280.62,r
1281.06,1281.30,r
1281.82,1282.12,r
1282.65,1282.92,r
1283.37,1283.67,r
1284.18,1284.64,r
1284.64,1285.22,r
1285.81,1286.05,r
1286.52,1286.84,r
1287.34,1287.60,r
1288.09,1288.56,r
1288.97,1289.20,r
1289.43,1289.94,r
1290.56,1290.79,r
1291.40,1291.62,r
1291.92,1292.67,r
1292.96,1293.18,r
1293.70,1293.97,r
1301.51,1301.60,r
1302.71,1302.94,r
1303.48,1303.97,r
1304.43,1304.63,r
1305.34,1305.53,r
1306.00,1306.58,r
1306.60,1307.25,r
1307.79,1308.03,r
1308.51,1308.72,r
1309.26,1309.50,r
1309.97,1310.26,r
1310.73,1311.00,r
1311.43,1311.75,r
1312.28,1312.58,r
1313.03,1313.30,r
1313.81,1314.06,r
1314.51,1314.79,r
1315.35,1315.62,r
1316.16,1316.37,r
1316.86,1317.08,r
1317.62,1317.90,r
1318.37,1318.66,r
1319.17,1319.45,r
1319.94,1320.22,r
1320.66,1320.93,r
1321.44,1321.75,r
1322.25,1322.50,r
1323.05,1323.24,r
1323.73,1324.02,r
1324.56,1324.92,r
1325.34,1325.52,r
1325.95,1326.48,r
1326.78,1327.28,r
1327.28,1327.76,r
1328.31,1328.56,r
1328.99,1329.48,r
1329.71,1330.01,r
1330.68,1330.86,r
1331.38,1331.63,r
1332.09,1332.41,r
1332.88,1333.09,r
1333.63,1334.02,r
1334.29,1334.71,r
1335.05,1335.43,r
1335.77,1336.08,r
1336.54,1337.00,r
1337.38,1337.59,r
1338.12,1338.41,r
1339.84,1340.08,r
1340.72,1340.95,r
1341.48,1341.70,r
1342.05,1342.67,r
1343.02,1343.23,r
1343.73,1343.93,r
1344.50,1344.71,r
1345.17,1345.58,r
1345.97,1346.22,r
1346.69,1346.96,r
1347.32,1347.76,r
1348.32,1348.55,r
1349.09,1349.35,r
1349.63,1350.14,r
1350.69,1351.01,r
1351.55,1351.79,r
1357.44,1357.52,r
1358.36,1359.07,r
1359.60,1359.92,r
1360.32,1360.75,r
1361.27,1361.49,r
1361.97,1362.23,r
1362.97,1363.23,r
1363.73,1364.02,r
1364.46,1364.78,r
1365.29,1365.48,r
1366.02,1366.24,r
1366.78,1367.06,r
1367.59,1367.86,r
1368.38,1368.72,r
1369.15,1369.36,r
1369.93,1370.18,r
1370.75,1370.99,r
1371.57,1371.79,r
1372.25,1372.63,r
1372.99,1373.26,r
1373.81,1374.06,r
1374.35,1374.87,r
1375.34,1375.57,r
1376.14,1376.44,r
1376.87,1377.13,r
1377.68,1377.92,r
1378.36,1378.65,r
1379.18,1379.41,r
1379.96,1380.32,r
1380.70,1381.10,r
1381.52,1381.78,r
1382.33,1382.59,r
1383.15,1383.38,r
1383.85,1384.07,r
1384.66,1384.86,r
1385.19,1385.62,r
1386.13,1386.41,r
1386.92,1387.25,r
1387.65,1387.87,r
1388.38,1388.67,r
1389.10,1389.42,r
1390.20,1390.45,r
1390.90,1391.16,r
1391.65,1391.95,r
1392.51,1392.74,r
1393.20,1393.62,r
1393.98,1394.26,r
1394.79,1395.04,r
1395.61,1395.87,r
1396.44,1396.70,r
1397.20,1397.42,r
1397.93,1398.18,r
1398.68,1399.00,r
1399.40,1399.78,r
1400.15,1400.45,r
1400.90,1401.36,r
1401.69,1402.06,r
1408.42,1408.74,r
1409.56,1409.80,r
1410.56,1410.77,r
1411.33,1411.57,r
1412.30,1412.51,r
1412.97,1413.31,r
1413.95,1414.26,r
1414.77,1415.03,r
1415.56,1415.78,r
1416.28,1416.52,r
1417.08,1417.30,r
1417.88,1418.11,r
1418.65,1418.89,r
1419.53,1419.73,r
1420.24,1420.44,r
1421.08,1421.27,r
1421.80,1422.05,r
1422.65,1422.88,r
1423.40,1423.68,r
1424.23,1424.45,r
1427.07,1427.30,r
1427.79,1428.06,r
1428.52,1428.78,r
1429.24,1429.49,r
1430.11,1430.34,r
1430.84,1431.14,r
1431.61,1431.86,r
1432.36,1432.61,r
1433.16,1433.40,r
1433.91,1434.19,r
1434.72,1434.95,r
1435.46,1435.75,r
1436.25,1436.47,r
1437.08,1437.28,r
1437.93,1438.17,r
1438.95,1439.19,r
1439.68,1439.97,r
1440.49,1440.78,r
1441.30,1441.53,r
1442.24,1442.54,r
1443.15,1443.40,r
1444.13,1444.38,r
1444.85,1445.21,r
1445.70,1445.97,r
1446.50,1446.73,r
1447.31,1447.57,r
1448.09,1448.44,r
1448.94,1449.22,r
1449.68,1449.93,r
1450.42,1450.70,r
1451.22,1451.44,r
1451.95,1452.22,r
1452.71,1452.94,r
1453.41,1453.63,r
1454.14,1454.43,r
1455.07,1455.32,r
1455.85,1456.15,r
1462.27,1462.61,r
1463.33,1463.58,r
1464.33,1464.51,r
1464.97,1465.24,r
1465.93,1466.14,r
1466.60,1466.84,r
1467.57,1467.79,r
1468.29,1468.59,r
1469.29,1469.51,r
1469.99,1470.26,r
1470.76,1471.00,r
1471.52,1471.71,r
1472.20,1472.47,r
1473.02,1473.26,r
1473.73,1473.98,r
1474.47,1474.72,r
1475.31,1475.58,r
1476.05,1476.31,r
1476.74,1476.98,r
1477.48,1477.71,r
1478.22,1478.46,r
1478.94,1479.16,r
1479.69,1479.95,r
1480.38,1480.70,r
1481.10,1481.38,r
1481.87,1482.20,r
1482.72,1482.98,r
1483.45,1483.75,r
1484.19,1484.48,r
1484.95,1485.19,r
1485.70,1485.97,r
1486.44,1486.73,r
1487.17,1487.43,r
1487.88,1488.16,r
1488.59,1489.00,r
1489.32,1489.55,r
1490.03,1490.26,r
1490.76,1490.98,r
1491.52,1491.81,r
1492.28,1492.57,r
1493.09,1493.30,r
1493.82,1494.08,r
1494.63,1494.86,r
1495.44,1495.69,r
1496.29,1496.57,r
1497.01,1497.28,r
1497.82,1498.09,r
1498.88,1499.07,r
1499.59,1499.82,r
1500.32,1500.57,r
1501.04,1501.40,r
1501.83,1502.06,r
1502.69,1502.92,r
1503.32,1503.65,r
1504.15,1504.38,r
1504.88,1505.36,r
1505.58,1505.81,r
1506.29,1506.60,r
1507.04,1507.34,r
1507.83,1508.10,r
1508.41,1509.15,r
1509.15,1509.66,r
1510.08,1510.36,r
1517.88,1518.10,r
1518.59,1519.02,r
1519.54,1519.75,r
1520.26,1520.53,r
1521.23,1521.46,r
1522.25,1522.49,r
1522.99,1523.23,r
1523.78,1523.98,r
1524.49,1524.69,r
1525.16,1525.57,r
1525.94,1526.21,r
1526.67,1527.12,r
1527.46,1527.69,r
1528.19,1528.36,r
1528.82,1529.22,r
1529.57,1529.97,r
1530.38,1530.60,r
1531.13,1531.34,r
1531.87,1532.36,r
1532.61,1532.85,r
1533.36,1533.76,r
1534.13,1534.52,r
1534.87,1535.32,r
1535.34,1535.93,r
1536.12,1536.66,r
1537.25,1537.52,r
1538.09,1538.34,r
1538.89,1539.37,r
1539.39,1539.90,r
1540.38,1540.91,r
1540.91,1541.55,r
1541.92,1542.28,r
1542.83,1543.07,r
1543.86,1544.15,r
1544.77,1545.03,r
1545.49,1545.81,r
1546.31,1546.58,r
1547.08,1547.31,r
1547.88,1548.11,r
1548.62,1548.91,r
1549.39,1549.62,r
1550.11,1550.34,r
1550.85,1551.08,r
1551.55,1551.85,r
1552.35,1552.61,r
1553.16,1553.40,r
1553.91,1554.15,r
1554.61,1554.85,r
1555.37,1555.62,r
1556.08,1556.31,r
1556.81,1557.08,r
1557.55,1557.79,r
1558.26,1558.55,r
1559.04,1559.27,r
1559.70,1559.97,r
1560.45,1560.72,r
1561.17,1561.44,r
1561.89,1562.17,r
1562.66,1562.96,r
1563.36,1563.91,r
1564.07,1564.35,r
1564.84,1565.08,r
1565.37,1566.12,r
1566.38,1566.95,r
1566.95,1567.42,r
1567.85,1568.45,r
1568.45,1569.18,r
1569.20,1569.73,r
1570.05,1570.68,r
1570.69,1571.34,r
1571.38,1572.15,r
1572.41,1572.69,r
1572.88,1573.39,r
1573.80,1574.15,r
1574.38,1575.07,r
1575.11,1575.62,r
1581.92,1582.57,r
1582.75,1583.53,r
1583.55,1584.21,r
1584.32,1584.83,r
1585.49,1585.67,r
1586.03,1586.81,r
1586.84,1587.45,r
1587.68,1588.38,r
1588.51,1589.26,r
1589.26,1589.70,r
1590.25,1590.51,r
1591.01,1591.25,r
1591.72,1591.95,r
1592.43,1592.70,r
1592.89,1593.50,r
1593.83,1594.11,r
1594.67,1595.21,r
1595.37,1595.68,r
1596.16,1596.43,r
1596.91,1597.14,r
1597.26,1597.86,r
1598.30,1598.63,r
1599.09,1599.41,r
1599.56,1600.14,r
1600.60,1601.17,r
1601.17,1601.65,r
1602.08,1602.36,r
1602.87,1603.09,r
1603.62,1603.85,r
1604.34,1604.56,r
1605.06,1605.28,r
1605.76,1606.02,r
1606.42,1606.70,r
1607.20,1607.39,r
1607.93,1608.16,r
1608.71,1608.95,r
1609.40,1609.67,r
1610.02,1610.50,r
1611.00,1611.21,r
1611.66,1612.07,r
1612.33,1612.86,r
1613.21,1613.47,r
1613.70,1614.52,r
1614.68,1615.24,r
1615.44,1615.70,r
1616.22,1616.58,r
1616.99,1617.27,r
1617.77,1618.03,r
1618.57,1618.98,r
1619.37,1619.83,r
1620.23,1620.51,r
1621.04,1621.24,r
1621.72,1621.94,r
1622.42,1622.75,r
1623.33,1623.70,r
1624.03,1624.53,r
1625.17,1625.73,r
1625.73,1626.29,r
1626.49,1627.00,r
1627.21,1627.78,r
1628.23,1628.50,r
1638.26,1638.72,r
1639.42,1639.64,r
1640.16,1640.58,r
1640.78,1641.25,r
1641.79,1642.00,r
1642.61,1642.92,r
1643.39,1643.66,r
1644.25,1644.74,r
1645.04,1645.31,r
1645.71,1646.29,r
1646.51,1646.81,r
1646.94,1647.66,r
1647.71,1648.28,r
1648.50,1648.98,r
1649.18,1649.70,r
1650.16,1650.46,r
1651.00,1651.23,r
1651.70,1652.01,r
1652.44,1652.94,r
1653.21,1653.72,r
1653.72,1654.19,r
1654.70,1654.93,r
1655.44,1655.69,r
1656.14,1656.48,r
1656.91,1657.19,r
1657.67,1657.92,r
1658.51,1658.78,r
1659.23,1659.50,r
1659.99,1660.22,r
1660.74,1660.96,r
1661.49,1661.75,r
1662.25,1662.46,r
1663.01,1663.40,r
1663.78,1664.00,r
1664.25,1664.73,r
1665.23,1665.46,r
1665.97,1666.24,r
1666.70,1666.94,r
1667.44,1667.65,r
1667.96,1668.72,r
1668.72,1669.27,r
1669.74,1670.02,r
1670.54,1670.83,r
1671.31,1671.57,r
1672.05,1672.50,r
1672.60,1673.04,r
1673.57,1673.88,r
1674.41,1674.66,r
1675.32,1675.59,r
1676.07,1676.30,r
1676.80,1677.32,r
1677.32,1677.80,r
1678.29,1678.54,r
1679.13,1679.35,r
1679.81,1680.08,r
1680.67,1680.89,r
1681.38,1681.62,r
1682.08,1682.36,r
1682.80,1683.10,r
1683.62,1683.84,r
1684.33,1684.87,r
1685.14,1685.36,r
1685.87,1686.13,r
1686.58,1686.85,r
1687.34,1687.59,r
1688.07,1688.30,r
1688.82,1689.02,r
1689.55,1689.78,r
1690.27,1690.50,r
1690.94,1691.21,r
1697.43,1697.75,r
1698.48,1698.73,r
1699.42,1699.66,r
1700.37,1700.61,r
1701.15,1701.39,r
1702.04,1702.41,r
1702.66,1702.99,r
1703.31,1703.71,r
1704.22,1704.46,r
1705.00,1705.21,r
1705.76,1705.98,r
1706.43,1706.70,r
1707.16,1707.43,r
1707.83,1708.10,r
1708.59,1708.84,r
1709.35,1709.58,r
1709.76,1710.33,r
1710.87,1711.11,r
1711.59,1711.83,r
1712.34,1712.58,r
1713.03,1713.32,r
1713.73,1714.04,r
1714.55,1714.83,r
1715.26,1715.53,r
1715.73,1716.24,r
1716.70,1717.04,r
1717.52,1717.72,r
1718.25,1718.48,r
1718.70,1719.51,r
1719.51,1720.20,r
1720.20,1720.76,r
1721.29,1721.49,r
1722.03,1722.27,r
1722.72,1723.09,r
1723.46,1723.67,r
1724.19,1724.67,r
1724.67,1725.16,r
1725.62,1725.97,r
1726.43,1726.63,r
1726.92,1727.62,r
1727.91,1728.33,r
1728.33,1729.09,r
1729.36,1729.76,r
1730.13,1730.33,r
1730.80,1731.10,r
1731.57,1731.81,r
1732.31,1732.56,r
1733.10,1733.61,r
1733.87,1734.08,r
1734.56,1734.82,r
1735.35,1735.55,r
1736.04,1736.45,r
1736.77,1737.32,r
1737.32,1737.77,r
1738.31,1738.77,r
1738.77,1739.23,r
1740.08,1740.22,r
1740.61,1741.10,r
1741.51,1741.91,r
1742.24,1742.70,r
1742.70,1743.14,r
1743.43,1744.04,r
1744.35,1744.63,r
1745.11,1745.60,r
1745.65,1746.36,r
1746.36,1746.86,r
1747.29,1747.69,r
1748.12,1748.59,r
1748.72,1749.37,r
1749.40,1749.86,r
1750.40,1750.91,r
1751.10,1751.43,r
1751.91,1752.38,r
1752.66,1752.93,r
1753.37,1753.65,r
1759.75,1760.10,r
1760.84,1761.03,r
1761.69,1761.89,r
1762.38,1762.61,r
1763.20,1763.46,r
1763.91,1764.43,r
1764.76,1765.07,r
1765.53,1765.80,r
1766.46,1766.73,r
1767.20,1767.41,r
1767.86,1768.13,r
1768.58,1768.82,r
1769.29,1769.52,r
1769.98,1770.23,r
1770.73,1770.95,r
1771.42,1771.66,r
1772.20,1772.44,r
1772.98,1773.37,r
1773.72,1773.96,r
1774.49,1774.73,r
1775.23,1775.48,r
1775.97,1776.21,r
1776.68,1777.13,r
1777.46,1777.72,r
1778.17,1778.44,r
1778.91,1779.14,r
1779.64,1779.90,r
1780.38,1780.92,r
1781.17,1781.40,r
1781.86,1782.12,r
1782.63,1782.87,r
1783.37,1783.58,r
1784.09,1784.33,r
1784.86,1785.33,r
1785.55,1786.03,r
1786.34,1786.59,r
1787.04,1787.26,r
1787.80,1788.01,r
1788.50,1788.74,r
1789.25,1789.63,r
1790.00,1790.42,r
1790.73,1791.15,r
1791.42,1791.69,r
1792.23,1792.61,r
1792.83,1793.33,r
1793.65,1793.89,r
1794.42,1794.62,r
1795.11,1795.39,r
1795.64,1796.22,r
1796.55,1796.85,r
1797.33,1797.54,r
1797.97,1798.27,r
1798.76,1799.11,r
1799.57,1799.78,r
